Word,Label
,O
,O
10:00am,O
Latanoprost,B-DRUG
qhs,B-FREQUENCY
OU,B-ROUTE
,O
,O
11:45pm,O
Azopt,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
,O
,O
9:20am,O
Glaucoma,O
Clinic,O
Note:,O
*/*/****,O
Glaucoma,O
Diagnosis:,O
Referred,O
by:,O
*******,O
*******,O
POAG,O
OD>OS,O
OHT,O
OU,O
HPI:,O
*********,O
*******,O
is,O
a,O
60,O
y.o.,O
male,O
Patient,O
has,O
been,O
diagnosed,O
with,O
Bladder,O
Cancer,O
,O
,O
aggressive,O
per,O
patient,O
Dr.,O
******,O
**,O
"*******,",O
about,O
6,O
months,O
ago.,O
2,O
operations,O
to,O
remove,O
tumors,O
(last,O
was,O
**/****).,O
Current,O
BCG,O
treatments,O
,O
,O
last,O
injection,O
was,O
********,O
****.,O
On,O
blood,O
thinner,O
and,O
cholesterol,O
medication,O
,O
,O
unsure,O
of,O
names.,O
6,O
month,O
f/u,O
Denies,O
any,O
eye,O
pain,O
or,O
irritation.,O
Denies,O
any,O
noticeable,O
vision,O
change.,O
Reports,O
good,B-ADHERENCE
compliance,I-ADHERENCE
with,O
"latanoprost,",B-DRUG
but,O
says,O
he,O
does,B-ADHERENCE
not,I-ADHERENCE
always,I-ADHERENCE
get,I-ADHERENCE
Cosopt,B-DRUG
in,O
twice,B-FREQUENCY
daily.,I-FREQUENCY
Eye,B-DRUG USE
medications:,I-DRUG USE
Cosopt,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
,O
,O
"8:30am,",O
2:05pm,O
today,O
,O
,O
getting,O
in,O
AM,O
dose,B-FREQUENCY
every,I-FREQUENCY
day.,I-FREQUENCY
PM,I-FREQUENCY
dose,O
gets,O
in,B-FREQUENCY
2,I-FREQUENCY
3,I-FREQUENCY
days/week.,I-FREQUENCY
Latanoprost,B-DRUG
qhs,B-FREQUENCY
OU,B-ROUTE
,O
,O
11:00pm,O
last,O
night,O
Chief,O
Complaint/HPI:,O
****,O
*****,O
**********,O
is,O
a,O
76,O
y.o.,O
male,O
***,O
"**********,",O
last,O
seen,O
by,O
Dr.,O
****,O
**/**/****,O
,O
,O
3,O
month,O
follow,O
up,O
with,O
HVF,O
**,O
*,O
,O
,O
No,O
noticeable,O
changes,O
to,O
vision,O
since,O
last,O
visit.,O
Doing,B-ADHERENCE
well,I-ADHERENCE
with,I-ADHERENCE
"drop,",I-ADHERENCE
reports,I-ADHERENCE
good,B-ADHERENCE
compliance.,I-ADHERENCE
Eye,B-DRUG USE
meds:,I-DRUG USE
Dorzolamide/Timolol,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
,O
,O
7:10AM,O
"*,",O
****,O
"*****,",O
performed,O
and,O
reviewed,O
the,O
above,O
"history,",O
"medications,",O
"allergies,",O
as,O
well,O
as,O
performed,O
elements,O
noted,O
in,O
the,O
Base,O
Ophthalmology,O
Exam.,O
HPI:,O
Referred,O
by,O
No,O
Referring,O
Provider,O
Per,O
Patient,O
******,O
******,O
is,O
a,O
80,O
y.o.,O
male,O
SLT,O
OD,O
No,O
eye,O
pain.,O
Good,B-ADHERENCE
drop,I-ADHERENCE
compliance.,I-ADHERENCE
No,O
vision,O
change.,O
Eye,B-DRUG USE
meds:,I-DRUG USE
using,B-DRUG USE
ATs,B-DRUG
Brimonidine,B-DRUG
BID,B-FREQUENCY
OD,B-ROUTE
,O
,O
6am,O
Travatan,B-DRUG
Z,I-DRUG
QHS,B-FREQUENCY
OU,B-ROUTE
,O
,O
7pm,O
Glaucoma,O
Diagnosis:,O
Referred,O
by:,O
No,O
Referring,O
Provider,O
Per,O
Patient,O
POAG,O
HPI:,O
********,O
*,O
*********,O
is,O
a,O
76,O
y.o.,O
female,O
Ref,O
back,O
by,O
Dr.,O
********,O
due,O
to,O
new,O
******,O
heme,O
Patient,O
prepared,O
to,O
have,O
laser,O
today,O
,O
,O
would,O
like,B-DRUG STOP
to,I-DRUG STOP
stay,I-DRUG STOP
off,I-DRUG STOP
drops.,O
Vision,O
has,O
been,O
changing,O
due,O
to,O
cataracts.,O
Denies,O
eye,O
pain.,O
Questions:,O
Is,O
it,O
okay,O
for,O
her,O
to,O
use,O
********?,O
RLL,O
is,O
******,O
than,O
"LLL,",O
any,O
reason,O
why?,O
Eye,B-DRUG USE
medications:,I-DRUG USE
ATs,O
prn,B-DRUG
OU,B-FREQUENCY
HPI:,O
******,O
********,O
"(********),",O
79,O
y.o.,O
year,O
old,O
female,O
from,O
*****,O
:,O
Patient,O
presents,O
with:,O
Follow,O
up,O
visit,O
Patient,O
states,O
vision,O
has,O
been,O
overall,O
"stable,",O
sometimes,O
feels,O
reading,O
is,O
a,O
bit,O
worse.,O
Uses,O
OTC,O
readers,O
for,O
"OD,",O
but,O
usually,O
has,O
the,O
lens,O
out,O
of,O
OS,O
as,O
it's,O
the,O
near,O
eye.,O
Has,O
been,O
using,B-DRUG USE
latanoprost,B-DRUG
qHS,B-FREQUENCY
"OU,",B-ROUTE
last,O
taken,O
yesterday,O
"evening,",O
and,O
timolol,B-DRUG
OS,B-ROUTE
"qAM,",B-FREQUENCY
taken,O
this,O
morning.,O
Chief,O
Complaint:,O
Post,O
Op,O
HPI:****,O
Complex,O
Trab,O
OD,O
*/**,O
",",O
here,O
with,O
husband,O
Vision,O
is,O
slightly,O
"improved,",O
doubling,O
is,O
a,O
little,O
less.,O
S/he,O
does,O
have,O
constant,O
FB,O
sensation.,O
Says,O
she,O
was,O
able,O
to,O
keep,O
her,O
eye,O
open,O
most,O
of,O
the,O
day,O
"yesterday,",O
eyes,O
are,O
*******,O
a,O
little,O
better.,O
Ocular,B-DRUG USE
meds:,I-DRUG USE
Latanoprost,O
QHS,B-DRUG
OS,B-FREQUENCY
,B-ROUTE
,O
11pm,O
Prednisolone,B-DRUG
q/3hrs,B-FREQUENCY
,O
,B-ROUTE
OD,I-ROUTE
8:45am,O
Chief,O
Complaint,O
Patient,O
presents,O
with,O
Follow,O
up,O
visit,O
Hx:,O
Patient,O
reports,O
that,O
she,O
needs,O
new,O
glasses;,O
they,O
have,O
a,O
slight,O
crack.,O
Vision,O
otherwise,O
stable.,O
No,O
eye,O
pain.,O
No,O
other,O
changes,O
to,O
general,O
health,O
to,O
report.,O
Eye,B-DRUG USE
Meds:,I-DRUG USE
Cosopt,B-DRUG
2x,B-FREQUENCY
a,I-FREQUENCY
day,I-FREQUENCY
both,B-ROUTE
eyes,I-ROUTE
Brimonidine,B-DRUG
2x,B-FREQUENCY
a,I-FREQUENCY
day,I-FREQUENCY
right,B-ROUTE
eye,I-ROUTE
Latanoprost,B-DRUG
qhs,B-FREQUENCY
both,B-ROUTE
eyes,I-ROUTE
Last,O
took,O
drops,O
this,O
morning,O
at,O
6:40AM,O
HPI:,O
******,O
***,O
******,O
is,O
a,O
71,O
y.o.,O
male,O
***,O
pt,O
here,O
for,O
***/VF,O
review,O
and,O
IOP,O
check,O
Vision,O
appears,O
to,O
be,O
stable,O
No,O
eye,O
pain,O
or,O
discomfort,O
in,O
either,O
Using,O
Latanoprost,O
qhs,O
OU,B-DRUG USE
Saw,O
Dr.,O
******,O
on,O
**/**/**,O
received,O
"Injection,",O
will,O
follow,O
back,O
in,O
2,O
weeks.,O
*****,O
***,O
*********,O
Progress,O
Note,O
*/**/****,O
CC:,O
Follow,O
up,O
visit,O
IOP,O
,O
,O
Intraocular,O
pressure,O
Pressure,O
check;,O
no,O
major,O
vision,O
changes,O
,O
some,O
days,O
blurred.,O
Using,B-DRUG USE
TRAVATAN,B-DRUG
qhs,B-FREQUENCY
and,O
COSOPT,B-DRUG
"bid,",B-FREQUENCY
both,B-ROUTE
eyes.,I-ROUTE
No,O
refraction,O
today.,O
HPI:,O
*****,O
*,O
*******,O
is,O
a,O
84,O
y.o.,O
female,O
I,O
OP,O
check,O
to,O
monitor,O
pigmentary,O
glaucoma;,O
no,B-ADHERENCE
problems,I-ADHERENCE
with,I-ADHERENCE
her,I-ADHERENCE
drops.,I-ADHERENCE
She,O
notes,O
fluctuating,O
vision.,O
IMPRESSION:,O
84,O
y.o.,O
female,O
with,O
Ophthalmologic,O
problems:,O
Glaucoma,O
is,O
stable,O
on,O
present,O
therapy;,O
continue,O
present,O
meds.,B-DRUG USE
PLAN:,O
Return,O
in,O
about,O
3,O
months,O
(around,O
*/**/****),O
for,O
TC.,O
Call,O
for,O
decreased,O
"vision,",O
increased,O
"distortion,",O
increased,O
"pain,",O
new,O
floaters,O
or,O
flashing,O
lights.,O
HPI:,O
******,O
*******,O
******,O
"(********),",O
69,O
y.o.,O
year,O
old,O
male,O
from,O
********,O
Patient,O
presents,O
with:,O
Medical,O
Eye,O
Examination,O
Follow,O
up,O
visit,O
Feels,O
vision,O
may,O
have,O
declined,O
in,O
both,O
eyes,O
at,O
distance,O
since,O
last,O
visit.,O
No,O
pain,O
OU.,O
Using,B-DRUG USE
"latanoprost,",B-DRUG
alphagan,B-DRUG
and,O
cosopt,B-DRUG
as,B-ADHERENCE
directed.,I-ADHERENCE
*****,O
***,O
*********,O
Progress,O
Note,O
*/**/****,O
CC:,O
Glaucoma,O
HPI:,O
*****,O
***,O
*********,O
is,O
a,O
**,O
y.o.,O
female,O
(****,O
attends),O
Established,O
patient,O
returns,O
for,O
HVF/DFE/IOP/Glaucoma,O
care,O
I,O
am,O
having,O
more,O
discomfort,O
with,O
my,O
"eyes,",O
they,O
sting.,O
In,O
the,O
morning,O
they,O
are,O
dry,O
and,O
itch,O
a,O
bit.,O
I,O
see,O
better,O
without,O
glasses.,O
I,O
just,O
close,O
my,O
blinds.,O
**,B-DRUG USE
****:,I-DRUG USE
Dorzolamide/timolol,B-FREQUENCY
BID,B-ROUTE
OU,O
Latanoprost,B-FREQUENCY
QHS,B-ROUTE
OU,O
Chief,O
Complaint:,O
No,O
chief,O
complaint,O
on,O
file.,O
6,O
month,O
f/u,O
,O
,O
seen,O
Dr.********,O
*/*/**,O
States,O
that,O
vision,O
fluctuates.,O
Denies,O
any,O
eye,O
pain,O
Eye,B-DRUG USE
meds:,I-DRUG USE
Timolol,B-DRUG
qam,B-FREQUENCY
OS,B-ROUTE
,O
,O
8:30am,O
Latanoprost,B-DRUG
qhs,B-FREQUENCY
OU,B-ROUTE
,O
,O
9:30pm,O
ATs,B-DRUG
OU,B-FREQUENCY
prn,I-FREQUENCY
Assessment,O
and,O
Plan:,O
Exam,O
Date:,O
*/*/****,O
Patient:******,O
******,O
****,O
(********),O
Impression:,O
Prior,O
diagnosis,O
of,O
Normotension,O
Glaucoma,O
,O
,O
diagnosed,O
by,O
prior,O
eye,O
care,O
provider.,O
She,O
was,O
told,O
that,O
she,O
has,O
3,O
out,O
of,O
for,O
signs,O
of,O
glaucoma,O
(elevating,O
"IOP,",O
visual,O
field,O
"defect,",O
and,O
one,O
other,O
characteristic).,O
****,O
monitor,O
over,O
time.,O
Plan:,O
Continue,O
Restasis.,B-DRUG USE
Artificial,B-DRUG
tears,B-DRUG
when,I-DRUG
necessary.,O
OK,O
to,O
stay,B-DRUG STOP
off,I-DRUG STOP
Azopt,B-DRUG
Follow,O
up,O
6,O
months,O
DFE,O
with,O
Macula,O
Assessment,O
&,O
Plan:,O
**,O
y.o.,O
male,O
Pseudoexfoliation,O
(PXF),O
"glaucoma,",O
severe,O
stage,O
****,O
*****,O
implant,O
OS,O
doing,O
well.,O
stop,B-DRUG STOP
Polytrim,B-DRUG
QID,B-FREQUENCY
start,B-DRUG USE
atropine,B-DRUG
BID,B-FREQUENCY
decrease,B-DRUG USE
Prednisolone,B-DRUG
to,O
QID,B-FREQUENCY
,O
,O
ok,O
for,O
light,O
activities.,O
Patient,O
to,O
return,O
if,O
increase,O
pain,O
and,O
decrease,O
vision,O
compared,O
to,O
now.,O
HPI:,O
****,O
Baerveldt,O
valve,O
w/CPG,O
OD,O
**/**,O
*/*,O
Patient,O
c/o,O
some,O
discomfort,O
OD.,O
Vision,O
fluctuates,O
but,O
steadily,O
improving,O
,O
,O
continuing,O
c/o,O
********,O
****,O
in,O
the,O
center,O
of,O
vision,B-ADHERENCE
OD.,I-ADHERENCE
Good,I-ADHERENCE
drop,I-ADHERENCE
compliance.,I-ADHERENCE
Eye,B-DRUG USE
Meds:,I-DRUG USE
Dorzolamide,B-DRUG
BID,B-FREQUENCY
OD,B-ROUTE
,O
,O
10am,O
*******,B-DRUG
(brand,O
name),O
BID,B-FREQUENCY
OD,B-ROUTE
,O
,O
10:05am,O
Vyzulta,B-DRUG
QHS,B-FREQUENCY
OS,B-ROUTE
,O
Last,O
night,O
Erythromycin,B-DRUG
ung,I-DRUG
OU,B-ROUTE
PRN,B-FREQUENCY
Pred,B-DRUG
TID,B-FREQUENCY
OD,B-ROUTE
,O
,O
6am,O
and,O
1pm,O
Chief,O
Complaint:,O
Transfer,O
of,O
Care,O
HPI:,O
4,O
month,O
,O
,O
***,O
Transfer,O
Glasses,O
work,O
well.,O
No,O
eye,O
pain.,O
Good,B-ADHERENCE
drop,I-ADHERENCE
compliance.,I-ADHERENCE
States,O
there,O
was,O
about,O
a,O
week,O
(about,O
3,O
weeks,O
ago),O
where,O
he,O
was,O
in,O
******,O
and,O
ran,O
out,O
of,O
Latanoprost,B-DRUG
Eye,B-DRUG USE
Meds:,I-DRUG USE
Cosopt,B-DRUG
BID,B-FREQUENCY
OS,B-ROUTE
,O
,O
6:45am,O
Latanoprost,B-DRUG
qhs,B-FREQUENCY
OD,B-ROUTE
,O
,O
10pm,O
Family,O
history,O
of,O
glaucoma?,O
No,O
known,O
History,O
of,O
eye,O
trauma?,O
Yes,O
,O
fell,O
in,O
"2001,",O
20ft,O
onto,O
concrete,O
(head,O
fracture,O
around,O
his,O
****,O
,O
,O
right,O
side),O
Asthma/COPD?,O
No,O
Hypotension/*****,O
history?,O
No,O
Migraines/Raynauds?,O
No,O
Steroid,O
use?,O
Yes,O
,O
after,O
eye,O
surgery,O
Chief,O
Complaint:,O
Follow,O
up,O
visit,O
Here,O
for,O
6,O
month,O
follow,O
"up,",O
HVF,O
was,O
done,O
on,O
*/**/****.,O
Pt,O
states,O
he,O
has,O
not,O
noticed,O
any,O
changes,O
to,O
his,O
vision,O
since,O
his,O
last,O
visit,O
but,O
has,O
noticed,O
increased,O
itching,B-***
OU.,O
AT's.,B-DRUG
Pt,O
has,O
also,O
noticed,O
increased,O
crusting,O
in,O
the,O
morning.,O
Pt,O
denies,O
any,O
new,O
floaters,O
or,O
flashes,O
of,O
light,O
and,O
does,O
not,O
c/o,O
any,O
eye,O
pain,O
or,O
discomfort,O
OU,O
today.,O
Eye,B-DRUG USE
meds:,I-DRUG USE
Latanoprost,B-DRUG
at,B-FREQUENCY
night,I-FREQUENCY
OU,B-ROUTE
,O
,O
8:30,O
PM,O
Cosopt,B-DRUG
2x/day,B-FREQUENCY
OU,B-ROUTE
,O
,O
6:30,O
am,O
Refresh,B-DRUG
as,O
needed,O
,O
last,O
installed,O
around,O
10am,O
"*,",O
*******,O
"*****,",O
"performed,",O
reviewed,O
or,O
revised,O
the,O
above,O
"history,",O
"medications,",O
"allergies,",O
as,O
well,O
as,O
performed,O
elements,O
noted,O
in,O
the,O
Base,O
Ophthalmology,O
Exam:,O
visual,O
acuity,O
and,O
IOP.,O
*****,O
***,O
*********,O
Progress,O
Note,O
**/**/****,O
Impression/Diagnosis:,O
64,O
y.o.,O
female,O
with,O
Ophthalmologic,O
problems:,O
1.,O
Pseudoexfoliation,O
"glaucoma,",O
mild,O
stage,O
in,O
right,O
"eye,",O
with,B-ROUTE
pressure,I-ROUTE
controlled,O
now,O
on,O
3,O
medications,O
Plan/Recommendation:,O
1.,O
Continue,B-DRUG USE
latanoprost,B-DRUG
nightly,B-FREQUENCY
(may,O
use,O
in,O
both,B-ROUTE
eyes,I-ROUTE
for,O
symmetric,O
lashes).,O
2.,O
Continue,B-DRUG USE
brimonidine,B-DRUG
and,O
timolol,B-DRUG
twice,B-FREQUENCY
daily,I-FREQUENCY
and,O
right,B-ROUTE
eye.,I-ROUTE
3.,O
Await,O
follow,O
up,O
with,O
Dr.,O
****,O
in,O
****,O
"****,",O
to,O
discuss,O
possible,O
trabeculectomy.,O
Return,O
in,O
about,O
3,O
months,O
(around,O
*/**/****),O
for,O
Pressure,O
check.,O
Call,O
for,O
decreased,O
"vision,",O
increased,O
"distortion,",O
increased,O
"pain,",O
new,O
floaters,O
or,O
flashing,O
lights.,O
Additional,O
information:,O
Chief,O
Complaint:,O
IOP,O
Check,O
,O
,O
Intraocular,O
History,O
of,O
Present,O
Illness:,O
*****,O
**********,O
******,O
is,O
a,O
64,O
y.o.,O
female,O
Pt,O
here,O
for,O
IOP,O
check.,O
Using,O
latanoprost,O
in,B-DRUG USE
the,B-DRUG
right,O
eye,O
qhs,B-ROUTE
And,I-ROUTE
brimonidine,B-FREQUENCY
and,O
timolol,B-DRUG
twice,O
daily,B-DRUG
OD,B-FREQUENCY
Had,I-FREQUENCY
floaters,B-ROUTE
for,O
3,O
days,B-***
after,I-***
last,O
exam,O
in,O
left,O
"eye,",O
but,O
have,O
gone,O
away.,O
Assessment,O
&,O
Plan,O
Note:,O
(Assessment,O
&,O
Plan,O
note,O
Last,O
Updated,O
*/**/****),O
Office,O
Visit,O
Written,O
*/**/****,O
by,O
*******,O
*****.,O
Glaucoma,O
suspect,O
high,O
risk,O
"OD,",O
POAG,O
advanced,O
OS,O
,O
,O
s/p,O
trab,O
OS,O
2005,O
now,O
encapsulated.,O
,O
,O
IOP,O
teens,O
off,O
of,O
drops,B-ROUTE
OU.,I-ROUTE
,O
,O
Prior,O
IOP,B-ROUTE
OS,I-ROUTE
fluctuation,O
to,O
20,O
in,O
the,O
past,O
year,O
,O
>,O
low,O
threshold,O
of,O
stepping,O
up.,O
,O
,O
***,O
maybe,O
some,O
thinning,O
OS.,O
,O
,O
HVF,O
with,O
new,O
scotoma,O
"OS,",O
but,O
patient,O
states,O
he,O
was,O
very,O
tired,O
at,O
the,O
end,O
of,O
the,O
test.,O
,O
,O
double,O
"vision,",O
monocular,O
"OS,",O
likely,O
secondary,O
to,O
***.,O
Use,B-DRUG USE
more,I-DRUG USE
PFAT,B-DRUG
,O
,O
difficulty,O
taking,O
"drops,",O
consider,O
SLT,O
if,O
increase,O
in,O
therapy,O
is,O
needed.,O
Monocular,O
"Diplopia,",O
left,O
eye,O
,O
,O
ddx:,O
dry,O
"eye,",O
irregular,O
"pupil,",O
uncorrected,O
astigmatism,O
,O
,O
would,O
consider,O
scheduling,O
ATs,B-FREQUENCY
*****,I-FREQUENCY
**,I-FREQUENCY
to,I-FREQUENCY
improve,O
surface,O
first,O
Call,O
for,O
decreased,O
"vision,",O
increased,O
"distortion,",O
increased,O
"pain,",O
new,O
floaters,O
or,O
flashing,O
lights,O
when,O
the,O
right,O
eye,O
is,O
covered.,O
Denies,O
eye,O
pain.,O
Hospitalized,O
for,O
one,O
week,O
for,O
a,O
fall,O
on,O
***,O
****.,O
Eye,B-DRUG USE
Meds:,I-DRUG USE
AT,O
PRN,B-DRUG
OU,B-FREQUENCY
No,B-ROUTE
occupation,O
listed.,O
Assessment,O
and,O
Plan,O
Primary,O
open,O
angle,O
glaucoma,O
OU,B-ROUTE
,O
Previous,O
HVF,O
at,O
****,O
*/****,O
not,O
available,O
for,O
review.,O
,O
Tmax,O
IOP,O
19,B-ROUTE
"OD,",I-ROUTE
21,B-ROUTE
OS,I-ROUTE
,O
Thin,O
Ks:,O
RE,O
,O
510;,O
LE,O
,O
507,O
,O
gonio,O
open,O
*/**/****,O
,O
GVF,O
mild,O
superior,O
depression,O
"**,",O
*/**/****,O
stable,O
,O
***,O
ONH,O
inf,O
thinning,B-ROUTE
"OS>OD,",I-ROUTE
*/**/****,O
stable,O
,O
start,B-DRUG
latanoprost,I-DRUG
*/**/****,O
,O
,O
Discussed,O
stability,O
of,O
symptoms,O
with,O
patient,O
,O
IOP,O
**/**,O
on,B-DRUG
latanoprost,I-DRUG
(some,O
mild,O
irritation,O
in,O
"past,",O
but,O
not,O
lately,O
per,O
patient.),O
Early,O
cataracts,O
"OU,",B-ROUTE
continue,O
to,O
"monitor,",O
not,O
visually,O
significant,O
at,O
this,O
time.,O
posterior,O
vitreous,O
detachment,O
both,O
eyes,O
Polymyalgia,O
Rheumatica,O
with,O
h/o,O
concern,O
for,O
giant,O
cell,O
arteritis,O
(ESR,O
was,O
elevated,O
at,O
"103,",O
symptoms,O
of,O
temple,O
"pain,",O
jaw,O
"claudication,",O
"fevers),",O
temporal,O
artery,O
biopsy,O
negative,O
*/****,O
,O
off,O
prednisone,O
since,O
**/****,O
,O
no,O
evidence,O
of,O
ophthalmic,O
manifestations,O
of,O
GCA:,O
Healthy,O
"ONH,",O
color,O
vision,O
"intact,",O
HVF,O
with,O
poor,O
fixation,O
but,O
no,O
evidence,O
of,O
optic,O
neuropathy.,O
Retinal,O
vasculature,O
normal.,O
No,O
diplopia.,O
Ocular,O
Migraines,O
Using,O
+3.50,O
to,O
+4.00,O
readers,O
for,O
reading,O
music,O
Dry,O
Eye,O
Syndrome,O
OU.,B-ROUTE
Plan:,O
Cont,B-DRUG USE
latanoprost,B-DRUG
qhs,B-FREQUENCY
OU,B-ROUTE
Preservative,B-DRUG
free,I-DRUG
artificial,I-DRUG
tears,I-DRUG
qid,B-FREQUENCY
**,O
6,O
months,O
annual,O
DFE,O
+,O
***,O
**,O
Mrx,O
dispensed,O
for,O
readers,O
per,O
patient,O
request,O
*****,O
***,O
*********,O
Progress,O
Note,O
**/**/****,O
Impression/Diagnosis:,O
64,O
y.o.,O
female,O
with,O
Ophthalmologic,O
problems:,O
1.,O
Pseudoexfoliation,O
"glaucoma,",O
mild,O
stage,O
in,O
right,B-ROUTE
"eye,",I-ROUTE
with,O
pressure,O
controlled,O
now,O
on,O
3,O
medications,O
Plan/Recommendation:,O
1.,O
Continue,B-DRUG USE
latanoprost,B-DRUG
nightly,B-FREQUENCY
(may,O
use,O
in,O
both,B-ROUTE
eyes,I-ROUTE
for,O
symmetric,O
lashes),O
2.,O
Continue,B-DRUG USE
brimonidine,B-DRUG
and,O
timolol,B-DRUG
twice,B-FREQUENCY
daily,I-FREQUENCY
and,O
right,B-ROUTE
eye,I-ROUTE
3.,O
Await,O
follow,O
up,O
with,O
Dr.,O
****,O
in,O
****,O
"****,",O
to,O
discuss,O
possible,O
trabeculectomy,O
Return,O
in,O
about,O
3,O
months,O
(around,O
*/**/****),O
for,O
Pressure,O
check.,O
Call,O
for,O
decreased,O
"vision,",O
increased,O
"distortion,",O
increased,O
"pain,",O
new,O
floaters,O
or,O
flashing,O
lights.,O
Chief,O
Complaint:,O
IOP,O
Check,O
,O
,O
Intraocular,O
Pressure,O
Check,O
Floaters,O
History,O
of,O
Present,O
Illness:,O
*****,O
**********,O
******,O
is,O
a,O
64,O
y.o.,O
female,O
Pt,O
here,O
for,O
IOP,O
check.,O
Using,B-DRUG USE
latanoprost,B-DRUG
in,O
the,O
right,B-ROUTE
eye,I-ROUTE
qhs,B-FREQUENCY
And,O
brimonidine,B-DRUG
and,O
timolol,B-DRUG
twice,B-FREQUENCY
daily,I-FREQUENCY
OD,B-ROUTE
Had,O
floaters,O
for,O
3,O
days,O
after,O
last,O
exam,O
in,O
left,B-ROUTE
"eye,",I-ROUTE
but,O
have,O
gone,O
away.,O
Assessment,O
IMPRESSION:,O
81,O
y.o.,O
male,O
with,O
Ophthalmologic,O
problems:,O
Was,O
diagnosed,O
with,O
LTG:,O
Based,O
on,O
disc,O
appearance,O
,O
,O
has,O
hx,O
of,O
OSA,O
,O
,O
reinforced,O
CPAP,O
,O
,B-DRUG USE
taking,B-DRUG
lisinopril,B-FREQUENCY
in,I-FREQUENCY
the,I-FREQUENCY
AM,I-FREQUENCY
,O
,O
good,O
drop,O
in,O
iop,O
(pre,O
ts,O
13,O
ou),O
to,O
10,B-ROUTE
ou,I-ROUTE
with,B-DRUG
latanoprost,I-DRUG
,O
,O
over,O
the,O
past,O
1,O
1/2,O
years,O
the,O
IOP,O
has,O
been,O
in,O
mid,O
teens,O
,O
,O
visual,O
field,O
and,O
***,O
nerves,O
stable,O
since,O
2016,O
,O
,O
not,O
sure,O
if,B-DRUG
latanoprost,I-DRUG
is,O
as,O
effective,O
as,O
it,O
was,O
when,O
"started,",O
discussed,B-DRUG STOP
stopping,I-DRUG STOP
latanoprost,I-DRUG
and,O
checking,O
IOP,O
in,O
one,O
"month,",O
if,O
IOP,O
increases,O
may,O
either,O
restart,B-DRUG
"latanoprost,",I-DRUG
watch,O
visual,O
field,O
and,O
***,O
closely,O
and/or,O
starting,O
a,O
different,O
medication,O
Dry,O
"eye,",O
meibomian,O
gland,O
dysfunction,O
and,O
***********,O
ou,B-ROUTE
,O
,O
doing,O
ok,O
with,B-DRUG
"****,",I-DRUG
warm,O
compresses,O
,O
,O
thinks,O
that,B-DRUG
latanoprost,I-DRUG
is,O
actually,O
helping,O
with,O
this.,O
Pseudophakia,B-ROUTE
ou,I-ROUTE
PLAN:,O
Discontinue,B-DRUG STOP
latanoprost,B-DRUG
qhs,B-FREQUENCY
ou,B-ROUTE
Return,O
in,O
1,O
month,O
IOP,O
check,O
Assessment,O
&,O
Plan:,O
73,O
y.o.,O
male,O
Primary,O
open,O
angle,O
glaucoma,O
of,O
both,O
"eyes,",O
severe,O
stage.,O
****,O
phaco,O
w/IOL,O
with,O
5,O
**,O
inj,B-ROUTE
OD,I-ROUTE
**/**/**.,O
Vision,O
is,O
unchanged,O
since,O
last,O
visit.,O
Denies,O
any,O
eye,O
pain/discomfort.,O
Improved,O
postoperative,O
inflammation,O
and,O
IOP,O
today.,O
Ok,O
stop,O
abx.,O
Continue,B-DRUG USE
"Pred,",B-DRUG
taper,O
to,O
6x,O
daily,O
OD.,O
Continue,B-DRUG USE
Cosopt,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
,O
,O
8:05am.,O
Continue,B-DRUG USE
Latanoprost,B-DRUG
QHS,B-FREQUENCY
OS,B-ROUTE
,O
,O
9pm.,O
HPI,O
(Edited,O
by,O
physician):****,O
phaco,O
w/IOL,O
****,O
5,O
**,O
inj,B-ROUTE
OD,I-ROUTE
**/**,O
Vision,O
is,O
unchanged,O
since,O
last,O
visit.,O
Denies,O
any,O
eye,O
pain/discomfort.,O
Eye,B-DRUG USE
Meds:,I-DRUG USE
Pred,B-DRUG
*****,B-FREQUENCY
OD,B-ROUTE
,O
,O
8am,O
Cosopt,B-DRUG
BID,B-FREQUENCY
OU,B-ROUTE
,O
,O
8:05am,O
Latanoprost,B-DRUG
QHS,B-FREQUENCY
OS,B-ROUTE
,O
,O
9pm,O
Subjective,O
*****,O
***,O
*********,O
Progress,O
Note,O
*/*/****,O
CC:,O
Glaucoma,O
Patient,O
is,O
here,O
for,O
an,O
IOP,O
"check,",O
Using,O
"Latanoprost,",B-DRUG USE
Brimonidine,B-DRUG
and,B-DRUG
Cosopt,O
from,B-DRUG
what,O
the,O
patient,O
states,O
but,O
clarification,O
may,O
be,O
needed.,O
HPI:,O
*****,O
****,O
******,O
is,O
a,O
58,O
y.o.,O
male,O
Seeing,O
better.,O
No,O
side,O
effect,O
of,O
drops,O
Pain:,O
No.,O
PLAN:,O
He,O
will,B-DRUG USE
add,I-DRUG USE
cosopt,B-DRUG
to,O
left,B-ROUTE
Continue,B-DRUG USE
latanoprost,B-DRUG
and,O
brimonidine,B-DRUG
OU,B-ROUTE
Return,O
in,O
6,O
month,O
for,O
IOP,O
check,O
Call,O
for,O
decreased,O
"vision,",O
increased,O
"distortion,",O
increased,O
"pain,",O
new,O
floaters,O
or,O
flashing,O
lights.,O
*****,O
***,O
*********,O
Progress,O
Note,O
*/**/****,O
CC:,O
